Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Shipping Lead Time,Factory,Factory Latitude,Factory Longitude,Factory_Lat,Factory_Lon,Delay Flag,Factory → State Route,Route,Route ID,Factory → Region Route,Factory_Region_Route,Shipment Year,Shipment Month,Shipment Month Name,Shipment Quarter,Shipment Week,Shipment Day,Shipment Day of Week,Ship Year,Ship Month,Ship Month Name,Ship Quarter,Ship Day of Week,Order Year,Order Month,Order Month Name,Order Day,Order Day of Week,Route Efficiency Score
5070,US-2023-149965-CHO-MIL-31000,2025-06-20,2028-12-15,Standard Class,149965,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1274.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Oklahoma,Wicked Choccy's → Oklahoma,Wicked_Choccy_s_to_Oklahoma,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2028,12,Dec,4,50,15,4,2028,12,Dec,4,Friday,2025,6,Jun,20,4,0.4805
5071,US-2023-169194-CHO-TRI-54000,2025-06-20,2028-12-15,Standard Class,169194,United States,Dover,Delaware,19901,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1274.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Delaware,Wicked Choccy's → Delaware,Wicked_Choccy_s_to_Delaware,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2028,12,Dec,4,50,15,4,2028,12,Dec,4,Friday,2025,6,Jun,20,4,0.5675
5072,US-2023-119865-CHO-MIL-31000,2025-06-21,2028-12-16,Standard Class,119865,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1274.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → New York,Wicked Choccy's → New York,Wicked_Choccy_s_to_New_York,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2028,12,Dec,4,50,16,5,2028,12,Dec,4,Saturday,2025,6,Jun,21,5,0.5262
5073,US-2023-119865-CHO-TRI-54000,2025-06-21,2028-12-16,Standard Class,119865,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1274.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → New York,Wicked Choccy's → New York,Wicked_Choccy_s_to_New_York,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2028,12,Dec,4,50,16,5,2028,12,Dec,4,Saturday,2025,6,Jun,21,5,0.5262
5074,US-2023-119865-CHO-NUT-13000,2025-06-21,2028-12-16,Standard Class,119865,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,1274.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → New York,Lot's O' Nuts → New York,Lot_s_O__Nuts_to_New_York,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2028,12,Dec,4,50,16,5,2028,12,Dec,4,Saturday,2025,6,Jun,21,5,0.506
5075,US-2023-168361-CHO-TRI-54000,2025-06-21,2028-12-15,Standard Class,168361,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1273.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Illinois,Wicked Choccy's → Illinois,Wicked_Choccy_s_to_Illinois,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2028,12,Dec,4,50,15,4,2028,12,Dec,4,Friday,2025,6,Jun,21,5,0.4758
5076,US-2023-140501-CHO-TRI-54000,2025-06-23,2028-12-18,Standard Class,140501,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1274.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → New York,Wicked Choccy's → New York,Wicked_Choccy_s_to_New_York,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2028,12,Dec,4,51,18,0,2028,12,Dec,4,Monday,2025,6,Jun,23,0,0.5262
5077,US-2023-140501-CHO-TRI-54000,2025-06-23,2028-12-18,Standard Class,140501,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1274.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → New York,Wicked Choccy's → New York,Wicked_Choccy_s_to_New_York,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2028,12,Dec,4,51,18,0,2028,12,Dec,4,Monday,2025,6,Jun,23,0,0.5262
5078,US-2023-140382-CHO-NUT-13000,2025-06-23,2028-12-15,Second Class,140382,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1271.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → California,Lot's O' Nuts → California,Lot_s_O__Nuts_to_California,Lot's O' Nuts → Pacific,Lot's O' Nuts → Pacific,2028,12,Dec,4,50,15,4,2028,12,Dec,4,Friday,2025,6,Jun,23,0,0.5116
5079,US-2023-140501-CHO-NUT-13000,2025-06-23,2028-12-18,Standard Class,140501,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1274.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → New York,Lot's O' Nuts → New York,Lot_s_O__Nuts_to_New_York,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2028,12,Dec,4,51,18,0,2028,12,Dec,4,Monday,2025,6,Jun,23,0,0.506
5080,US-2023-154256-CHO-FUD-51000,2025-06-23,2028-12-17,Second Class,154256,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,1273.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → New York,Lot's O' Nuts → New York,Lot_s_O__Nuts_to_New_York,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2028,12,Dec,4,50,17,6,2028,12,Dec,4,Sunday,2025,6,Jun,23,0,0.506
5081,US-2023-140382-CHO-SCR-58000,2025-06-23,2028-12-15,Second Class,140382,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,3.6,1,2.5,1.1,1271.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → California,Lot's O' Nuts → California,Lot_s_O__Nuts_to_California,Lot's O' Nuts → Pacific,Lot's O' Nuts → Pacific,2028,12,Dec,4,50,15,4,2028,12,Dec,4,Friday,2025,6,Jun,23,0,0.5116
5082,US-2023-140501-CHO-TRI-54000,2025-06-23,2028-12-18,Standard Class,140501,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1274.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → New York,Wicked Choccy's → New York,Wicked_Choccy_s_to_New_York,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2028,12,Dec,4,51,18,0,2028,12,Dec,4,Monday,2025,6,Jun,23,0,0.5262
5083,US-2023-140501-CHO-TRI-54000,2025-06-23,2028-12-18,Standard Class,140501,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1274.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → New York,Wicked Choccy's → New York,Wicked_Choccy_s_to_New_York,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2028,12,Dec,4,51,18,0,2028,12,Dec,4,Monday,2025,6,Jun,23,0,0.5262
5084,US-2023-140382-CHO-FUD-51000,2025-06-23,2028-12-15,Second Class,140382,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1271.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → California,Lot's O' Nuts → California,Lot_s_O__Nuts_to_California,Lot's O' Nuts → Pacific,Lot's O' Nuts → Pacific,2028,12,Dec,4,50,15,4,2028,12,Dec,4,Friday,2025,6,Jun,23,0,0.5116
5085,US-2023-142685-CHO-SCR-58000,2025-06-23,2028-12-20,Standard Class,142685,United States,Buffalo,New York,14215,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,25.2,7,17.5,7.7,1276.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → New York,Lot's O' Nuts → New York,Lot_s_O__Nuts_to_New_York,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2028,12,Dec,4,51,20,2,2028,12,Dec,4,Wednesday,2025,6,Jun,23,0,0.506
5086,US-2023-140382-CHO-MIL-31000,2025-06-23,2028-12-15,Second Class,140382,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,1271.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → California,Wicked Choccy's → California,Wicked_Choccy_s_to_California,Wicked Choccy's → Pacific,Wicked Choccy's → Pacific,2028,12,Dec,4,50,15,4,2028,12,Dec,4,Friday,2025,6,Jun,23,0,0.5153
5087,US-2023-100300-CHO-TRI-54000,2025-06-24,2028-12-16,Second Class,100300,United States,San Diego,California,92037,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1271.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → California,Wicked Choccy's → California,Wicked_Choccy_s_to_California,Wicked Choccy's → Pacific,Wicked Choccy's → Pacific,2028,12,Dec,4,50,16,5,2028,12,Dec,4,Saturday,2025,6,Jun,24,1,0.5153
5088,US-2023-166240-CHO-MIL-31000,2025-06-24,2028-12-18,Standard Class,166240,United States,Houston,Texas,77095,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1273.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Texas,Wicked Choccy's → Texas,Wicked_Choccy_s_to_Texas,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2028,12,Dec,4,51,18,0,2028,12,Dec,4,Monday,2025,6,Jun,24,1,0.5145
5089,US-2023-100300-CHO-FUD-51000,2025-06-24,2028-12-16,Second Class,100300,United States,San Diego,California,92037,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1271.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → California,Lot's O' Nuts → California,Lot_s_O__Nuts_to_California,Lot's O' Nuts → Pacific,Lot's O' Nuts → Pacific,2028,12,Dec,4,50,16,5,2028,12,Dec,4,Saturday,2025,6,Jun,24,1,0.5116
5090,US-2023-100300-CHO-TRI-54000,2025-06-24,2028-12-16,Second Class,100300,United States,San Diego,California,92037,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1271.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → California,Wicked Choccy's → California,Wicked_Choccy_s_to_California,Wicked Choccy's → Pacific,Wicked Choccy's → Pacific,2028,12,Dec,4,50,16,5,2028,12,Dec,4,Saturday,2025,6,Jun,24,1,0.5153
5091,US-2023-101987-CHO-NUT-13000,2025-06-24,2028-12-20,Standard Class,101987,United States,Richmond,Indiana,47374,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,1275.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Indiana,Lot's O' Nuts → Indiana,Lot_s_O__Nuts_to_Indiana,Lot's O' Nuts → Interior,Lot's O' Nuts → Interior,2028,12,Dec,4,51,20,2,2028,12,Dec,4,Wednesday,2025,6,Jun,24,1,0.4296
5092,US-2023-130680-CHO-MIL-31000,2025-06-24,2028-12-19,Standard Class,130680,United States,San Diego,California,92024,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1274.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → California,Wicked Choccy's → California,Wicked_Choccy_s_to_California,Wicked Choccy's → Pacific,Wicked Choccy's → Pacific,2028,12,Dec,4,51,19,1,2028,12,Dec,4,Tuesday,2025,6,Jun,24,1,0.5153
5093,US-2023-101693-CHO-TRI-54000,2025-06-25,2028-12-17,Second Class,101693,United States,Houston,Texas,77070,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1271.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Texas,Wicked Choccy's → Texas,Wicked_Choccy_s_to_Texas,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2028,12,Dec,4,50,17,6,2028,12,Dec,4,Sunday,2025,6,Jun,25,2,0.5145
5094,US-2023-152051-CHO-FUD-51000,2025-06-25,2028-12-19,Standard Class,152051,United States,York,Pennsylvania,17403,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1273.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → Pennsylvania,Lot's O' Nuts → Pennsylvania,Lot_s_O__Nuts_to_Pennsylvania,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2028,12,Dec,4,51,19,1,2028,12,Dec,4,Tuesday,2025,6,Jun,25,2,0.5583
5095,US-2023-101693-CHO-MIL-31000,2025-06-25,2028-12-17,Second Class,101693,United States,Houston,Texas,77070,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1271.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Texas,Wicked Choccy's → Texas,Wicked_Choccy_s_to_Texas,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2028,12,Dec,4,50,17,6,2028,12,Dec,4,Sunday,2025,6,Jun,25,2,0.5145
5096,US-2023-118913-CHO-NUT-13000,2025-06-25,2028-12-19,Standard Class,118913,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1273.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → California,Lot's O' Nuts → California,Lot_s_O__Nuts_to_California,Lot's O' Nuts → Pacific,Lot's O' Nuts → Pacific,2028,12,Dec,4,51,19,1,2028,12,Dec,4,Tuesday,2025,6,Jun,25,2,0.5116
5097,US-2023-152051-CHO-TRI-54000,2025-06-25,2028-12-19,Standard Class,152051,United States,York,Pennsylvania,17403,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1273.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Pennsylvania,Wicked Choccy's → Pennsylvania,Wicked_Choccy_s_to_Pennsylvania,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2028,12,Dec,4,51,19,1,2028,12,Dec,4,Tuesday,2025,6,Jun,25,2,0.5002
5098,US-2023-152051-CHO-TRI-54000,2025-06-25,2028-12-19,Standard Class,152051,United States,York,Pennsylvania,17403,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,1273.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Pennsylvania,Wicked Choccy's → Pennsylvania,Wicked_Choccy_s_to_Pennsylvania,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2028,12,Dec,4,51,19,1,2028,12,Dec,4,Tuesday,2025,6,Jun,25,2,0.5002
5099,US-2023-114951-CHO-SCR-58000,2025-06-26,2028-12-23,Standard Class,114951,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,10.8,3,7.5,3.3,1276.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → California,Lot's O' Nuts → California,Lot_s_O__Nuts_to_California,Lot's O' Nuts → Pacific,Lot's O' Nuts → Pacific,2028,12,Dec,4,51,23,5,2028,12,Dec,4,Saturday,2025,6,Jun,26,3,0.5116
5100,US-2023-102127-OTH-GUM-21000,2025-06-26,2028-12-22,Standard Class,102127,United States,New York City,New York,10035,Other,Atlantic,OTH-GUM-21000,Wonka Gum,3.75,3,1.95,1.8,1275.0,Secret Factory,41.446333,-90.565487,41.446333,-90.565487,True,Secret Factory → New York,Secret Factory → New York,Secret_Factory_to_New_York,Secret Factory → Atlantic,Secret Factory → Atlantic,2028,12,Dec,4,51,22,4,2028,12,Dec,4,Friday,2025,6,Jun,26,3,0.4426
5101,US-2023-152331-CHO-SCR-58000,2025-06-26,2028-12-20,Standard Class,152331,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,10.8,3,7.5,3.3,1273.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → Illinois,Lot's O' Nuts → Illinois,Lot_s_O__Nuts_to_Illinois,Lot's O' Nuts → Interior,Lot's O' Nuts → Interior,2028,12,Dec,4,51,20,2,2028,12,Dec,4,Wednesday,2025,6,Jun,26,3,0.5009
5102,US-2023-100790-CHO-NUT-13000,2025-06-26,2028-12-22,Standard Class,100790,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,1275.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → New York,Lot's O' Nuts → New York,Lot_s_O__Nuts_to_New_York,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2028,12,Dec,4,51,22,4,2028,12,Dec,4,Friday,2025,6,Jun,26,3,0.506
5103,US-2023-118101-CHO-FUD-51000,2025-06-26,2028-12-16,Same Day,118101,United States,Roseville,Michigan,48066,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1269.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → Michigan,Lot's O' Nuts → Michigan,Lot_s_O__Nuts_to_Michigan,Lot's O' Nuts → Interior,Lot's O' Nuts → Interior,2028,12,Dec,4,50,16,5,2028,12,Dec,4,Saturday,2025,6,Jun,26,3,0.5393
5104,US-2023-144015-CHO-SCR-58000,2025-06-26,2028-12-16,Same Day,144015,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,18.0,5,12.5,5.5,1269.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → California,Lot's O' Nuts → California,Lot_s_O__Nuts_to_California,Lot's O' Nuts → Pacific,Lot's O' Nuts → Pacific,2028,12,Dec,4,50,16,5,2028,12,Dec,4,Saturday,2025,6,Jun,26,3,0.5116
5105,US-2023-118101-CHO-TRI-54000,2025-06-26,2028-12-16,Same Day,118101,United States,Roseville,Michigan,48066,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,1269.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Michigan,Wicked Choccy's → Michigan,Wicked_Choccy_s_to_Michigan,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2028,12,Dec,4,50,16,5,2028,12,Dec,4,Saturday,2025,6,Jun,26,3,0.5143
5106,US-2023-144015-CHO-MIL-31000,2025-06-26,2028-12-16,Same Day,144015,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1269.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → California,Wicked Choccy's → California,Wicked_Choccy_s_to_California,Wicked Choccy's → Pacific,Wicked Choccy's → Pacific,2028,12,Dec,4,50,16,5,2028,12,Dec,4,Saturday,2025,6,Jun,26,3,0.5153
5107,US-2023-119445-CHO-SCR-58000,2025-06-26,2028-12-23,Standard Class,119445,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,18.0,5,12.5,5.5,1276.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Rhode Island,Lot's O' Nuts → Rhode Island,Lot_s_O__Nuts_to_Rhode_Island,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2028,12,Dec,4,51,23,5,2028,12,Dec,4,Saturday,2025,6,Jun,26,3,0.5276
5108,US-2023-100790-CHO-SCR-58000,2025-06-26,2028-12-22,Standard Class,100790,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,18.0,5,12.5,5.5,1275.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → New York,Lot's O' Nuts → New York,Lot_s_O__Nuts_to_New_York,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2028,12,Dec,4,51,22,4,2028,12,Dec,4,Friday,2025,6,Jun,26,3,0.506
5109,US-2023-118101-CHO-MIL-31000,2025-06-26,2028-12-16,Same Day,118101,United States,Roseville,Michigan,48066,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1269.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Michigan,Wicked Choccy's → Michigan,Wicked_Choccy_s_to_Michigan,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2028,12,Dec,4,50,16,5,2028,12,Dec,4,Saturday,2025,6,Jun,26,3,0.5143
5110,US-2023-144015-CHO-FUD-51000,2025-06-26,2028-12-16,Same Day,144015,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1269.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → California,Lot's O' Nuts → California,Lot_s_O__Nuts_to_California,Lot's O' Nuts → Pacific,Lot's O' Nuts → Pacific,2028,12,Dec,4,50,16,5,2028,12,Dec,4,Saturday,2025,6,Jun,26,3,0.5116
5111,US-2023-102127-CHO-TRI-54000,2025-06-26,2028-12-22,Standard Class,102127,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1275.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,True,Wicked Choccy's → New York,Wicked Choccy's → New York,Wicked_Choccy_s_to_New_York,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2028,12,Dec,4,51,22,4,2028,12,Dec,4,Friday,2025,6,Jun,26,3,0.5262
5112,US-2023-102127-CHO-SCR-58000,2025-06-26,2028-12-22,Standard Class,102127,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,10.8,3,7.5,3.3,1275.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → New York,Lot's O' Nuts → New York,Lot_s_O__Nuts_to_New_York,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2028,12,Dec,4,51,22,4,2028,12,Dec,4,Friday,2025,6,Jun,26,3,0.506
5113,US-2023-158708-SUG-SWE-91000,2025-06-26,2028-12-19,Second Class,158708,United States,Plano,Texas,75023,Sugar,Interior,SUG-SWE-91000,SweeTARTS,3.0,2,1.4,1.6,1272.0,Sugar Shack,48.11914,-96.18115,48.11914,-96.18115,False,Sugar Shack → Texas,Sugar Shack → Texas,Sugar_Shack_to_Texas,Sugar Shack → Interior,Sugar Shack → Interior,2028,12,Dec,4,51,19,1,2028,12,Dec,4,Tuesday,2025,6,Jun,26,3,0.5341
5114,US-2023-160234-CHO-FUD-51000,2025-06-26,2028-12-23,Standard Class,160234,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1276.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Georgia,Lot's O' Nuts → Georgia,Lot_s_O__Nuts_to_Georgia,Lot's O' Nuts → Gulf,Lot's O' Nuts → Gulf,2028,12,Dec,4,51,23,5,2028,12,Dec,4,Saturday,2025,6,Jun,26,3,0.508
5115,US-2023-153577-CHO-TRI-54000,2025-06-27,2028-12-21,Standard Class,153577,United States,Highland Park,Illinois,60035,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1273.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Illinois,Wicked Choccy's → Illinois,Wicked_Choccy_s_to_Illinois,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2028,12,Dec,4,51,21,3,2028,12,Dec,4,Thursday,2025,6,Jun,27,4,0.4758
5116,US-2023-153577-CHO-SCR-58000,2025-06-27,2028-12-21,Standard Class,153577,United States,Highland Park,Illinois,60035,Chocolate,Interior,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,25.2,7,17.5,7.7,1273.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → Illinois,Lot's O' Nuts → Illinois,Lot_s_O__Nuts_to_Illinois,Lot's O' Nuts → Interior,Lot's O' Nuts → Interior,2028,12,Dec,4,51,21,3,2028,12,Dec,4,Thursday,2025,6,Jun,27,4,0.5009
5117,US-2023-161928-CHO-FUD-51000,2025-06-27,2028-12-19,Second Class,161928,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1271.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → California,Lot's O' Nuts → California,Lot_s_O__Nuts_to_California,Lot's O' Nuts → Pacific,Lot's O' Nuts → Pacific,2028,12,Dec,4,51,19,1,2028,12,Dec,4,Tuesday,2025,6,Jun,27,4,0.5116
